#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2017-02-03 00:00:00+00:00 2017-02-12 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
CMI,2017-02-10 06:55,M,M,M,160.00,9.00,M,30.30,M,10.00,M,FEW,M,M,M,9000.00,M,M,M,M,KCMI 100655Z AUTO 16009KT 10SM FEW090 A3030 RMK MADISHF
CMI,2017-02-10 07:00,M,M,M,160.00,10.00,M,30.29,M,10.00,M,FEW,M,M,M,9000.00,M,M,M,M,KCMI 100700Z AUTO 16010KT 10SM FEW090 A3029 RMK MADISHF
CMI,2017-02-10 07:05,M,M,M,160.00,10.00,M,30.29,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 100705Z AUTO 16010KT 10SM CLR A3029 RMK MADISHF
CMI,2017-02-10 07:10,M,M,M,150.00,10.00,M,30.29,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 100710Z AUTO 15010KT 10SM CLR A3029 RMK MADISHF
CMI,2017-02-10 07:15,M,M,M,150.00,9.00,M,30.28,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 100715Z AUTO 15009KT 10SM CLR A3028 RMK MADISHF
CMI,2017-02-10 07:20,M,M,M,150.00,9.00,M,30.28,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 100720Z AUTO 15009KT 10SM CLR A3028 RMK MADISHF
CMI,2017-02-10 07:25,M,M,M,160.00,9.00,M,30.28,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 100725Z AUTO 16009KT 10SM CLR A3028 RMK MADISHF
CMI,2017-02-10 07:30,M,M,M,160.00,10.00,M,30.28,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 100730Z AUTO 16010KT 10SM CLR A3028 RMK MADISHF
CMI,2017-02-10 07:35,M,M,M,160.00,10.00,M,30.28,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 100735Z AUTO 16010KT 10SM CLR A3028 RMK MADISHF
CMI,2017-02-10 07:40,M,M,M,160.00,11.00,M,30.27,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 100740Z AUTO 16011KT 10SM CLR A3027 RMK MADISHF
CMI,2017-02-10 07:45,M,M,M,160.00,11.00,M,30.27,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 100745Z AUTO 16011KT 10SM CLR A3027 RMK MADISHF
CMI,2017-02-10 07:50,M,M,M,160.00,10.00,M,30.27,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 100750Z AUTO 16010KT 10SM CLR A3027 RMK MADISHF
CMI,2017-02-10 07:53,17.10,9.00,69.99,160.00,11.00,0.00,30.27,1026.50,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 100753Z AUTO 16011KT 10SM CLR M08/M13 A3027 RMK AO2 SLP265 T10831128
CMI,2017-02-10 07:55,M,M,M,160.00,11.00,M,30.27,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 100755Z AUTO 16011KT 10SM CLR A3027 RMK MADISHF
CMI,2017-02-10 08:00,M,M,M,160.00,11.00,M,30.27,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 100800Z AUTO 16011KT 10SM CLR A3027 RMK MADISHF
CMI,2017-02-10 08:05,M,M,M,160.00,10.00,M,30.27,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 100805Z AUTO 16010KT 10SM CLR A3027 RMK MADISHF
CMI,2017-02-10 08:10,M,M,M,160.00,11.00,M,30.26,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 100810Z AUTO 16011KT 10SM CLR A3026 RMK MADISHF
CMI,2017-02-10 08:15,M,M,M,150.00,11.00,M,30.25,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 100815Z AUTO 15011KT 10SM CLR A3025 RMK MADISHF
CMI,2017-02-10 08:20,M,M,M,150.00,11.00,M,30.25,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 100820Z AUTO 15011KT 10SM CLR A3025 RMK MADISHF
CMI,2017-02-10 08:25,M,M,M,150.00,10.00,M,30.25,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 100825Z AUTO 15010KT 10SM CLR A3025 RMK MADISHF
CMI,2017-02-10 08:30,M,M,M,140.00,9.00,M,30.26,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 100830Z AUTO 14009KT 10SM CLR A3026 RMK MADISHF
CMI,2017-02-10 08:35,M,M,M,140.00,8.00,M,30.26,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 100835Z AUTO 14008KT 10SM CLR A3026 RMK MADISHF
CMI,2017-02-10 08:40,M,M,M,140.00,8.00,M,30.26,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 100840Z AUTO 14008KT 10SM CLR A3026 RMK MADISHF
CMI,2017-02-10 08:45,M,M,M,140.00,8.00,M,30.26,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 100845Z AUTO 14008KT 10SM CLR A3026 RMK MADISHF
CMI,2017-02-10 08:50,M,M,M,140.00,9.00,M,30.25,M,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,KCMI 100850Z AUTO 14009KT 10SM FEW120 A3025 RMK MADISHF
CMI,2017-02-10 08:53,18.00,10.00,70.41,140.00,8.00,0.00,30.25,1025.70,10.00,M,SCT,M,M,M,12000.00,M,M,M,M,KCMI 100853Z AUTO 14008KT 10SM SCT120 M08/M12 A3025 RMK AO2 SLP257 T10781122 56027
CMI,2017-02-10 08:55,M,M,M,140.00,9.00,M,30.25,M,10.00,M,SCT,M,M,M,12000.00,M,M,M,M,KCMI 100855Z AUTO 14009KT 10SM SCT120 A3025 RMK MADISHF
CMI,2017-02-10 09:00,M,M,M,140.00,10.00,M,30.25,M,10.00,M,BKN,M,M,M,12000.00,M,M,M,M,KCMI 100900Z AUTO 14010KT 10SM BKN120 A3025 RMK MADISHF
CMI,2017-02-10 09:05,M,M,M,140.00,10.00,M,30.24,M,10.00,M,BKN,M,M,M,11000.00,M,M,M,M,KCMI 100905Z AUTO 14010KT 10SM BKN110 A3024 RMK MADISHF
CMI,2017-02-10 09:10,M,M,M,140.00,10.00,M,30.24,M,10.00,M,BKN,M,M,M,11000.00,M,M,M,M,KCMI 100910Z AUTO 14010KT 10SM BKN110 A3024 RMK MADISHF
CMI,2017-02-10 09:15,M,M,M,140.00,10.00,M,30.23,M,10.00,M,OVC,M,M,M,11000.00,M,M,M,M,KCMI 100915Z AUTO 14010KT 10SM OVC110 A3023 RMK MADISHF
CMI,2017-02-10 09:20,M,M,M,M,M,M,30.22,M,10.00,M,OVC,M,M,M,11000.00,M,M,M,M,KCMI 100920Z AUTO /////KT 10SM OVC110 A3022 RMK MADISHF
CMI,2017-02-10 09:25,M,M,M,M,M,M,30.23,M,10.00,M,OVC,M,M,M,11000.00,M,M,M,M,KCMI 100925Z AUTO /////KT 10SM OVC110 A3023 RMK MADISHF
CMI,2017-02-10 09:30,M,M,M,M,M,M,30.22,M,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,KCMI 100930Z AUTO /////KT 10SM OVC100 A3022 RMK MADISHF
CMI,2017-02-10 09:35,M,M,M,150.00,11.00,M,30.23,M,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,KCMI 100935Z AUTO 15011KT 10SM OVC100 A3023 RMK MADISHF
CMI,2017-02-10 09:40,M,M,M,150.00,13.00,M,30.23,M,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,KCMI 100940Z AUTO 15013KT 10SM OVC100 A3023 RMK MADISHF
CMI,2017-02-10 09:45,M,M,M,150.00,14.00,M,30.23,M,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,KCMI 100945Z AUTO 15014KT 10SM OVC100 A3023 RMK MADISHF
CMI,2017-02-10 09:50,M,M,M,150.00,14.00,M,30.22,M,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,KCMI 100950Z AUTO 15014KT 10SM OVC100 A3022 RMK MADISHF
CMI,2017-02-10 09:53,21.90,14.00,71.18,160.00,15.00,0.00,30.22,1024.40,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,KCMI 100953Z AUTO 16015KT 10SM OVC100 M06/M10 A3022 RMK AO2 SLP244 T10561100
CMI,2017-02-10 09:55,M,M,M,160.00,17.00,M,30.22,M,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,KCMI 100955Z AUTO 16017KT 10SM OVC100 A3022 RMK MADISHF
CMI,2017-02-10 10:00,M,M,M,160.00,15.00,M,30.21,M,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,KCMI 101000Z AUTO 16015KT 10SM OVC100 A3021 RMK MADISHF
CMI,2017-02-10 10:05,M,M,M,160.00,14.00,M,30.21,M,10.00,M,BKN,M,M,M,11000.00,M,M,M,M,KCMI 101005Z AUTO 16014KT 10SM BKN110 A3021 RMK MADISHF
CMI,2017-02-10 10:10,M,M,M,160.00,15.00,M,30.20,M,10.00,M,OVC,M,M,M,11000.00,M,M,M,M,KCMI 101010Z AUTO 16015KT 10SM OVC110 A3020 RMK MADISHF
CMI,2017-02-10 10:15,M,M,M,160.00,14.00,M,30.20,M,10.00,M,OVC,M,M,M,11000.00,M,M,M,M,KCMI 101015Z AUTO 16014KT 10SM OVC110 A3020 RMK MADISHF
CMI,2017-02-10 10:20,M,M,M,160.00,13.00,M,30.20,M,10.00,M,OVC,M,M,M,11000.00,M,M,M,M,KCMI 101020Z AUTO 16013KT 10SM OVC110 A3020 RMK MADISHF
CMI,2017-02-10 10:25,M,M,M,160.00,13.00,M,30.20,M,10.00,M,BKN,M,M,M,12000.00,M,M,M,M,KCMI 101025Z AUTO 16013KT 10SM BKN120 A3020 RMK MADISHF
CMI,2017-02-10 10:30,M,M,M,160.00,13.00,M,30.19,M,10.00,M,BKN,M,M,M,12000.00,M,M,M,M,KCMI 101030Z AUTO 16013KT 10SM BKN120 A3019 RMK MADISHF
CMI,2017-02-10 10:35,M,M,M,160.00,16.00,M,30.19,M,10.00,M,OVC,M,M,M,12000.00,M,M,M,M,KCMI 101035Z AUTO 16016KT 10SM OVC120 A3019 RMK MADISHF
CMI,2017-02-10 10:40,M,M,M,160.00,16.00,M,30.18,M,10.00,M,OVC,M,M,M,12000.00,M,M,M,M,KCMI 101040Z AUTO 16016KT 10SM OVC120 A3018 RMK MADISHF
CMI,2017-02-10 10:45,M,M,M,160.00,14.00,M,30.18,M,10.00,M,OVC,M,M,M,12000.00,M,M,M,M,KCMI 101045Z AUTO 16014KT 10SM OVC120 A3018 RMK MADISHF
CMI,2017-02-10 10:50,M,M,M,160.00,16.00,M,30.18,M,10.00,M,OVC,M,M,M,12000.00,M,M,M,M,KCMI 101050Z AUTO 16016KT 10SM OVC120 A3018 RMK MADISHF
CMI,2017-02-10 10:53,24.10,16.00,70.81,160.00,15.00,0.00,30.18,1023.00,10.00,M,OVC,M,M,M,12000.00,M,M,M,M,KCMI 101053Z AUTO 16015KT 10SM OVC120 M04/M09 A3018 RMK AO2 SLP230 T10441089
CMI,2017-02-10 10:55,M,M,M,160.00,15.00,M,30.18,M,10.00,M,OVC,M,M,M,12000.00,M,M,M,M,KCMI 101055Z AUTO 16015KT 10SM OVC120 A3018 RMK MADISHF
CMI,2017-02-10 11:00,M,M,M,160.00,16.00,M,30.17,M,10.00,M,BKN,M,M,M,12000.00,M,M,M,M,KCMI 101100Z AUTO 16016KT 10SM BKN120 A3017 RMK MADISHF
CMI,2017-02-10 11:05,M,M,M,160.00,15.00,M,30.17,M,10.00,M,BKN,M,M,M,12000.00,M,M,M,M,KCMI 101105Z AUTO 16015KT 10SM BKN120 A3017 RMK MADISHF
CMI,2017-02-10 11:10,M,M,M,160.00,16.00,M,30.16,M,10.00,M,SCT,M,M,M,12000.00,M,M,M,M,KCMI 101110Z AUTO 16016KT 10SM SCT120 A3016 RMK MADISHF
CMI,2017-02-10 11:15,M,M,M,160.00,16.00,M,30.17,M,10.00,M,SCT,M,M,M,12000.00,M,M,M,M,KCMI 101115Z AUTO 16016KT 10SM SCT120 A3017 RMK MADISHF
CMI,2017-02-10 11:20,M,M,M,160.00,17.00,M,30.16,M,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,KCMI 101120Z AUTO 16017KT 10SM FEW120 A3016 RMK MADISHF
CMI,2017-02-10 11:25,M,M,M,170.00,17.00,M,30.16,M,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,KCMI 101125Z AUTO 17017KT 10SM FEW120 A3016 RMK MADISHF
CMI,2017-02-10 11:30,M,M,M,170.00,16.00,M,30.16,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101130Z AUTO 17016KT 10SM CLR A3016 RMK MADISHF
CMI,2017-02-10 11:35,M,M,M,170.00,17.00,M,30.16,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101135Z AUTO 17017KT 10SM CLR A3016 RMK MADISHF
CMI,2017-02-10 11:40,M,M,M,160.00,16.00,M,30.15,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101140Z AUTO 16016KT 10SM CLR A3015 RMK MADISHF
CMI,2017-02-10 11:45,M,M,M,160.00,17.00,M,30.15,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101145Z AUTO 16017KT 10SM CLR A3015 RMK MADISHF
CMI,2017-02-10 11:50,M,M,M,170.00,16.00,M,30.15,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101150Z AUTO 17016KT 10SM CLR A3015 RMK MADISHF
CMI,2017-02-10 11:53,25.00,17.10,71.53,160.00,17.00,0.00,30.15,1022.30,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101153Z 16017KT 10SM CLR M04/M08 A3015 RMK AO2 SLP223 T10391083 11039 21089 56034
CMI,2017-02-10 11:55,M,M,M,160.00,15.00,M,30.15,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101155Z AUTO 16015KT 10SM CLR A3015 RMK MADISHF
CMI,2017-02-10 12:00,M,M,M,160.00,15.00,M,30.15,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101200Z AUTO 16015KT 10SM CLR A3015 RMK MADISHF
CMI,2017-02-10 12:05,M,M,M,170.00,16.00,M,30.14,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101205Z AUTO 17016KT 10SM CLR A3014 RMK MADISHF
CMI,2017-02-10 12:10,M,M,M,170.00,18.00,M,30.14,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101210Z AUTO 17018KT 10SM CLR A3014 RMK MADISHF
CMI,2017-02-10 12:15,M,M,M,170.00,17.00,M,30.13,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101215Z AUTO 17017KT 10SM CLR A3013 RMK MADISHF
CMI,2017-02-10 12:20,M,M,M,M,M,M,30.13,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101220Z AUTO /////KT 10SM CLR A3013 RMK MADISHF
CMI,2017-02-10 12:25,M,M,M,160.00,18.00,M,30.12,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101225Z AUTO 16018KT 10SM CLR A3012 RMK MADISHF
CMI,2017-02-10 12:30,M,M,M,M,M,M,30.12,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101230Z AUTO /////KT 10SM CLR A3012 RMK MADISHF
CMI,2017-02-10 12:35,M,M,M,170.00,18.00,M,30.12,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101235Z AUTO 17018KT 10SM CLR A3012 RMK MADISHF
CMI,2017-02-10 12:40,M,M,M,M,M,M,30.12,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101240Z AUTO /////KT 10SM CLR A3012 RMK MADISHF
CMI,2017-02-10 12:45,M,M,M,M,M,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101245Z AUTO /////KT 10SM CLR A3011 RMK MADISHF
CMI,2017-02-10 12:50,M,M,M,160.00,17.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101250Z AUTO 16017KT 10SM CLR A3011 RMK MADISHF
CMI,2017-02-10 12:53,26.10,17.10,68.34,160.00,17.00,0.00,30.11,1020.90,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101253Z 16017KT 10SM CLR M03/M08 A3011 RMK AO2 SLP209 T10331083
CMI,2017-02-10 12:55,M,M,M,160.00,15.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101255Z AUTO 16015KT 10SM CLR A3011 RMK MADISHF
CMI,2017-02-10 13:00,M,M,M,160.00,16.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101300Z AUTO 16016KT 10SM CLR A3011 RMK MADISHF
CMI,2017-02-10 13:05,M,M,M,160.00,16.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101305Z AUTO 16016KT 10SM CLR A3011 RMK MADISHF
CMI,2017-02-10 13:10,M,M,M,160.00,16.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101310Z AUTO 16016KT 10SM CLR A3010 RMK MADISHF
CMI,2017-02-10 13:15,M,M,M,160.00,16.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101315Z AUTO 16016KT 10SM CLR A3010 RMK MADISHF
CMI,2017-02-10 13:20,M,M,M,160.00,16.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101320Z AUTO 16016KT 10SM CLR A3010 RMK MADISHF
CMI,2017-02-10 13:25,M,M,M,170.00,16.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101325Z AUTO 17016KT 10SM CLR A3010 RMK MADISHF
CMI,2017-02-10 13:30,M,M,M,170.00,15.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101330Z AUTO 17015KT 10SM CLR A3010 RMK MADISHF
CMI,2017-02-10 13:35,M,M,M,170.00,15.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101335Z AUTO 17015KT 10SM CLR A3010 RMK MADISHF
CMI,2017-02-10 13:40,M,M,M,170.00,17.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101340Z AUTO 17017KT 10SM CLR A3010 RMK MADISHF
CMI,2017-02-10 13:45,M,M,M,160.00,17.00,M,30.09,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101345Z AUTO 16017KT 10SM CLR A3009 RMK MADISHF
CMI,2017-02-10 13:50,M,M,M,160.00,17.00,M,30.09,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101350Z AUTO 16017KT 10SM CLR A3009 RMK MADISHF
CMI,2017-02-10 13:53,26.10,18.00,71.04,170.00,17.00,0.00,30.08,1020.00,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101353Z 17017KT 10SM CLR M03/M08 A3008 RMK AO2 SLP200 T10331078
CMI,2017-02-10 13:55,M,M,M,170.00,18.00,M,30.09,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101355Z AUTO 17018KT 10SM CLR A3009 RMK MADISHF
CMI,2017-02-10 14:00,M,M,M,170.00,16.00,M,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101400Z AUTO 17016KT 10SM CLR A3008 RMK MADISHF
CMI,2017-02-10 14:05,M,M,M,160.00,17.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101405Z AUTO 16017KT 10SM CLR A3007 RMK MADISHF
CMI,2017-02-10 14:10,M,M,M,170.00,20.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101410Z AUTO 17020KT 10SM CLR A3007 RMK MADISHF
CMI,2017-02-10 14:15,M,M,M,170.00,17.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101415Z AUTO 17017KT 10SM CLR A3007 RMK MADISHF
CMI,2017-02-10 14:20,M,M,M,170.00,19.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101420Z AUTO 17019KT 10SM CLR A3007 RMK MADISHF
CMI,2017-02-10 14:25,M,M,M,170.00,19.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101425Z AUTO 17019KT 10SM CLR A3007 RMK MADISHF
CMI,2017-02-10 14:30,M,M,M,M,M,M,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101430Z AUTO /////KT 10SM CLR A3006 RMK MADISHF
CMI,2017-02-10 14:35,M,M,M,M,M,M,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101435Z AUTO /////KT 10SM CLR A3006 RMK MADISHF
CMI,2017-02-10 14:40,M,M,M,M,M,M,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101440Z AUTO /////KT 10SM CLR A3006 RMK MADISHF
CMI,2017-02-10 14:45,M,M,M,M,M,M,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101445Z AUTO /////KT 10SM CLR A3006 RMK MADISHF
CMI,2017-02-10 14:50,M,M,M,M,M,M,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101450Z AUTO /////KT 10SM CLR A3006 RMK MADISHF
CMI,2017-02-10 14:53,28.00,19.00,68.57,M,M,0.00,30.06,1019.10,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101453Z 10SM CLR M02/M07 A3006 RMK AO2 SLP191 T10221072 56031 $
CMI,2017-02-10 14:55,M,M,M,M,M,M,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101455Z AUTO /////KT 10SM CLR A3005 RMK MADISHF
CMI,2017-02-10 15:00,M,M,M,M,M,M,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101500Z AUTO /////KT 10SM CLR A3005 RMK MADISHF
CMI,2017-02-10 15:05,M,M,M,M,M,M,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101505Z AUTO /////KT 10SM CLR A3004 RMK MADISHF
CMI,2017-02-10 15:10,M,M,M,M,M,M,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101510Z AUTO /////KT 10SM CLR A3004 RMK MADISHF
CMI,2017-02-10 15:15,M,M,M,M,M,M,30.03,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101515Z AUTO /////KT 10SM CLR A3003 RMK MADISHF
CMI,2017-02-10 15:20,M,M,M,M,M,M,30.02,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101520Z AUTO /////KT 10SM CLR A3002 RMK MADISHF
CMI,2017-02-10 15:25,M,M,M,M,M,M,30.02,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101525Z AUTO /////KT 10SM CLR A3002 RMK MADISHF
CMI,2017-02-10 15:30,M,M,M,M,M,M,30.01,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101530Z AUTO /////KT 10SM CLR A3001 RMK MADISHF
CMI,2017-02-10 15:35,M,M,M,M,M,M,30.01,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101535Z AUTO /////KT 10SM CLR A3001 RMK MADISHF
CMI,2017-02-10 15:40,M,M,M,M,M,M,30.01,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101540Z AUTO /////KT 10SM CLR A3001 RMK MADISHF
CMI,2017-02-10 15:45,M,M,M,M,M,M,30.00,M,10.00,31.00,CLR,M,M,M,M,M,M,M,M,KCMI 101545Z AUTO /////G31KT 10SM CLR A3000 RMK MADISHF
CMI,2017-02-10 15:50,M,M,M,M,M,M,29.98,M,9.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101550Z AUTO /////KT 9SM CLR A2998 RMK MADISHF
CMI,2017-02-10 15:53,30.00,21.90,71.48,180.00,26.00,0.00,29.98,1016.40,9.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101553Z 18026KT 9SM CLR M01/M06 A2998 RMK AO2 PK WND 18031/1546 SLP164 T10111056
CMI,2017-02-10 15:55,M,M,M,180.00,23.00,M,29.98,M,9.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101555Z AUTO 18023KT 9SM CLR A2998 RMK MADISHF
CMI,2017-02-10 16:00,M,M,M,180.00,24.00,M,29.98,M,9.00,29.00,CLR,M,M,M,M,M,M,M,M,KCMI 101600Z AUTO 18024G29KT 9SM CLR A2998 RMK MADISHF
CMI,2017-02-10 16:05,M,M,M,180.00,22.00,M,29.98,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101605Z AUTO 18022KT 10SM CLR A2998 RMK MADISHF
CMI,2017-02-10 16:10,M,M,M,180.00,23.00,M,29.98,M,10.00,28.00,CLR,M,M,M,M,M,M,M,M,KCMI 101610Z AUTO 18023G28KT 10SM CLR A2998 RMK MADISHF
CMI,2017-02-10 16:15,M,M,M,180.00,23.00,M,29.98,M,10.00,29.00,CLR,M,M,M,M,M,M,M,M,KCMI 101615Z AUTO 18023G29KT 10SM CLR A2998 RMK MADISHF
CMI,2017-02-10 16:20,M,M,M,180.00,25.00,M,29.97,M,9.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101620Z AUTO 18025KT 9SM CLR A2997 RMK MADISHF
CMI,2017-02-10 16:25,M,M,M,M,M,M,29.97,M,9.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101625Z AUTO /////KT 9SM CLR A2997 RMK MADISHF
CMI,2017-02-10 16:30,M,M,M,180.00,25.00,M,29.97,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101630Z AUTO 18025KT 10SM CLR A2997 RMK MADISHF
CMI,2017-02-10 16:35,M,M,M,180.00,23.00,M,29.97,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101635Z AUTO 18023KT 10SM CLR A2997 RMK MADISHF
CMI,2017-02-10 16:40,M,M,M,180.00,21.00,M,29.97,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101640Z AUTO 18021KT 10SM CLR A2997 RMK MADISHF
CMI,2017-02-10 16:45,M,M,M,180.00,19.00,M,29.96,M,10.00,25.00,CLR,M,M,M,M,M,M,M,M,KCMI 101645Z AUTO 18019G25KT 10SM CLR A2996 RMK MADISHF
CMI,2017-02-10 16:50,M,M,M,180.00,20.00,M,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101650Z AUTO 18020KT 10SM CLR A2996 RMK MADISHF
CMI,2017-02-10 16:53,34.00,25.00,69.28,180.00,19.00,0.00,29.96,1015.70,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101653Z 18019KT 10SM CLR 01/M04 A2996 RMK AO2 PK WND 18035/1618 SLP157 T00111039
CMI,2017-02-10 16:55,M,M,M,180.00,21.00,M,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101655Z AUTO 18021KT 10SM CLR A2996 RMK MADISHF
CMI,2017-02-10 17:00,M,M,M,180.00,21.00,M,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 101700Z AUTO 18021KT 10SM CLR A2996 RMK MADISHF
